"nombre","copa","Int aroma","Cítrico","Miel","Vegetal","Fruta fresca","Fruta cocida","Floral","Acidez","Astringencia","Amargo"
"Juan","Muestra3","1.44","1.87","0","1.69","2.41","1.56","1.11","1.16","1.33","1.72"
