"nombre","copa","Int aroma","Cítrico","Miel","Vegetal","Fruta fresca","Fruta cocida","Floral","Acidez","Astringencia","Amargo"
"sas","Muestra2","1.66","2.23","0.72","0","0","0","0","0","2.05","0.72"
