"nombre","copa","Int aroma","Cítrico","Miel","Vegetal","Fruta fresca","Fruta cocida","Floral","Acidez","Astringencia","Amargo"
"Anibal","Muestra2","1.44","1.87","4.46","1.69","2.41","2.64","2.73","4.21","1.33","5.14"
