"nombre","copa","Int aroma","Cítrico","Miel","Vegetal","Fruta fresca","Fruta cocida","Floral","Acidez","Astringencia","Amargo"
"anibal","Muestra1","1.44","4.5","4.46","1.69","4.57","2.64","2.73","4.21","4.5","5.14"
