"nombre","copa","Int aroma","Cítrico","Miel","Vegetal","Fruta fresca","Fruta cocida","Floral","Acidez","Astringencia","Amargo"
"juan","Muestra2","1.44","1.87","0","1.69","2.41","2.64","1.11","1.16","1.33","5.14"
