"nombre","importancia_31","certeza_31","importancia_32","certeza_32","importancia_33","certeza_33","importancia_34","certeza_34","importancia_35","certeza_35","importancia_36","certeza_36","importancia_37","certeza_37","importancia_38","certeza_38","importancia_39","certeza_39","importancia_40","certeza_40"
"rula","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
